epoch,train_loss,train_top1,test_top1,best_top1,closest_to_reference_top1,learning_rate,epoch_seconds,elapsed_seconds
301,1.36041769,65.156250,57.147504,59.099040,59.099040,0.0250000000,5.641612,1535.909220
302,1.36157507,64.218750,58.074484,59.099040,59.099040,0.0246983118,5.616609,1541.583729
303,1.34656197,66.250000,58.399740,59.099040,59.099040,0.0243978568,5.580462,1547.227006
304,1.30068367,66.458333,57.407709,59.099040,59.099040,0.0240986495,5.533570,1552.806550
305,1.31096257,66.041667,57.277606,59.099040,59.099040,0.0238007047,5.558385,1558.427632
306,1.30919371,65.937500,57.879330,59.099040,59.099040,0.0235040368,5.319720,1563.807152
307,1.34462509,66.145833,59.115303,59.115303,59.115303,0.0232086603,4.650727,1568.519252
308,1.31353850,66.093750,58.790047,59.115303,59.115303,0.0229145895,4.660972,1573.320001
309,1.30583013,65.520833,56.984876,59.115303,59.115303,0.0226218388,4.622888,1578.013065
310,1.31854896,65.260417,60.546430,60.546430,60.546430,0.0223304225,4.629925,1582.713308
311,1.28341959,66.510417,59.538136,60.546430,60.546430,0.0220403548,4.665644,1587.537533
312,1.30179332,65.885417,58.562368,60.546430,60.546430,0.0217516498,4.724451,1592.330308
313,1.30138048,67.083333,57.537811,60.546430,60.546430,0.0214643216,4.524411,1596.918077
314,1.34733597,64.218750,59.814604,60.546430,60.546430,0.0211783842,5.304277,1602.287296
315,1.28424635,67.291667,58.611156,60.546430,60.546430,0.0208938515,4.531305,1606.880202
316,1.29691960,66.718750,58.481054,60.546430,60.546430,0.0206107374,4.542303,1611.493368
317,1.27721360,67.083333,59.066515,60.546430,60.546430,0.0203290557,4.695089,1616.258701
318,1.28415738,66.406250,59.310457,60.546430,60.546430,0.0200488201,5.429779,1621.757480
319,1.24907498,67.708333,59.033989,60.546430,60.546430,0.0197700443,5.511316,1627.333525
320,1.24549050,67.135417,58.448528,60.546430,60.546430,0.0194927418,5.619525,1633.015835
321,1.27873430,67.291667,59.960969,60.546430,60.546430,0.0192169262,5.729373,1638.809837
322,1.24479813,67.500000,58.838836,60.546430,60.546430,0.0189426110,5.573929,1644.449027
323,1.22757428,68.072917,59.749553,60.546430,60.546430,0.0186698094,4.872321,1649.391629
324,1.16823239,69.218750,58.107009,60.546430,60.546430,0.0183985349,5.495130,1654.937345
325,1.20383928,68.020833,59.164092,60.546430,60.546430,0.0181288005,5.715726,1660.682548
326,1.20765464,69.375000,60.546430,60.546430,60.546430,0.0178606195,5.639055,1666.381459
327,1.27822968,67.447917,59.017726,60.546430,60.546430,0.0175940049,5.638268,1672.077204
328,1.25804469,66.666667,60.204911,60.546430,60.546430,0.0173289698,5.698137,1677.837523
329,1.24650838,68.125000,58.724996,60.546430,60.546430,0.0170655270,5.716745,1683.613976
330,1.18065740,68.854167,59.473085,60.546430,60.546430,0.0168036894,4.825314,1688.501032
331,1.22441941,67.968750,60.578956,60.578956,60.578956,0.0165434697,5.433076,1693.996665
332,1.17330713,69.166667,60.237437,60.578956,60.578956,0.0162848806,5.128278,1699.253928
333,1.20536096,68.750000,59.180355,60.578956,60.578956,0.0160279348,5.627209,1704.925998
334,1.23693056,68.541667,60.920475,60.920475,60.920475,0.0157726447,5.778190,1710.765743
335,1.14769001,70.468750,60.692796,60.920475,60.920475,0.0155190228,5.699961,1716.594388
336,1.23597770,68.229167,59.424297,60.920475,60.920475,0.0152670815,4.967433,1721.624627
337,1.21012793,69.114583,61.733615,61.733615,61.733615,0.0150168330,4.688827,1726.374037
338,1.17247374,70.364583,60.969263,61.733615,61.733615,0.0147682895,5.498565,1732.031355
339,1.18825055,69.322917,59.814604,61.733615,61.733615,0.0145214632,5.433978,1737.527742
340,1.18775488,69.687500,63.668889,63.668889,63.668889,0.0142763660,5.593338,1743.186113
341,1.19393792,69.427083,62.237762,63.668889,63.668889,0.0140330100,4.948275,1748.289002
342,1.22503862,68.802083,61.034315,63.668889,63.668889,0.0137914069,4.979191,1753.331068
343,1.09556323,72.552083,61.977557,63.668889,63.668889,0.0135515686,5.123673,1758.535435
344,1.15560881,70.000000,61.001789,63.668889,63.668889,0.0133135068,4.316460,1762.928435
345,1.13869853,70.416667,61.327045,63.668889,63.668889,0.0130772330,4.758125,1767.731966
346,1.12024143,71.041667,62.221499,63.668889,63.668889,0.0128427587,5.143003,1772.925564
347,1.03903953,73.177083,60.400065,63.668889,63.668889,0.0126100955,5.132148,1778.116250
348,1.14348301,70.989583,61.457148,63.668889,63.668889,0.0123792546,4.598307,1782.770997
349,1.17122378,69.479167,60.725321,63.668889,63.668889,0.0121502472,5.154766,1787.994061
350,1.14529302,70.937500,61.375833,63.668889,63.668889,0.0119230846,4.695024,1792.750719
351,1.08565257,71.875000,61.440885,63.668889,63.668889,0.0116977778,4.450068,1797.273955
352,1.17682668,71.354167,61.896243,63.668889,63.668889,0.0114743379,4.557493,1801.898813
353,1.13303493,70.312500,63.197268,63.668889,63.668889,0.0112527756,4.618311,1806.586044
354,1.16684036,69.687500,60.367539,63.668889,63.668889,0.0110331018,4.701096,1811.358032
355,1.09688474,70.416667,62.042609,63.668889,63.668889,0.0108153271,4.586950,1816.014810
356,1.11398289,70.833333,62.319076,63.668889,63.668889,0.0105994623,4.652458,1820.735207
357,1.07434609,72.447917,62.286551,63.668889,63.668889,0.0103855178,4.683750,1825.489992
358,1.13525505,70.052083,60.985526,63.668889,63.668889,0.0101735041,4.745005,1830.310060
359,1.08954945,71.718750,62.091397,63.668889,63.668889,0.0099634315,4.663067,1835.041140
360,1.08185190,71.302083,62.530493,63.668889,63.668889,0.0097553101,4.669631,1839.777210
361,1.00759613,73.489583,62.319076,63.668889,63.668889,0.0095491503,4.668391,1844.506707
362,1.09372422,72.031250,62.319076,63.668889,63.668889,0.0093449619,4.664150,1849.245226
363,1.09406206,72.291667,63.278582,63.668889,63.668889,0.0091427551,5.471434,1854.779777
364,1.09654386,71.354167,62.693121,63.668889,63.668889,0.0089425395,5.436547,1860.291993
365,1.07093886,73.229167,64.026671,64.026671,64.026671,0.0087443251,5.674633,1866.043996
366,1.07029478,73.125000,62.595544,64.026671,64.026671,0.0085481214,5.694307,1871.876115
367,1.03535041,73.229167,61.733615,64.026671,64.026671,0.0083539380,5.678448,1877.617484
368,1.02533257,72.916667,61.831192,64.026671,64.026671,0.0081617843,5.716386,1883.405771
369,1.02248687,73.177083,62.172711,64.026671,64.026671,0.0079716698,5.738692,1889.216170
370,1.08108712,71.822917,62.709384,64.026671,64.026671,0.0077836037,5.707970,1894.994401
371,1.06602963,72.500000,62.254025,64.026671,64.026671,0.0075975952,5.765309,1900.825019
372,0.98644027,74.791667,62.286551,64.026671,64.026671,0.0074136533,5.707411,1906.597287
373,1.09070223,71.927083,63.424947,64.026671,64.026671,0.0072317870,4.503840,1911.157843
374,1.07601617,72.031250,62.806960,64.026671,64.026671,0.0070520052,4.437004,1915.659281
375,1.06318632,72.552083,63.083428,64.026671,64.026671,0.0068743165,4.370324,1920.095779
376,1.01271938,73.958333,63.229793,64.026671,64.026671,0.0066987298,4.398405,1924.560645
377,1.02206540,73.697917,62.709384,64.026671,64.026671,0.0065252535,5.007616,1929.633633
378,0.95601652,74.895833,63.555050,64.026671,64.026671,0.0063538961,4.704638,1934.404475
379,0.95655886,76.145833,62.806960,64.026671,64.026671,0.0061846660,4.664406,1939.135539
380,1.05265758,73.750000,62.367865,64.026671,64.026671,0.0060175714,4.614805,1943.812694
381,1.03838038,72.239583,63.717678,64.026671,64.026671,0.0058526204,4.713154,1948.589915
382,1.04894187,73.333333,63.376159,64.026671,64.026671,0.0056898210,4.682917,1953.339995
383,1.03984427,73.333333,62.920800,64.026671,64.026671,0.0055291813,5.121453,1958.527576
384,1.08591077,70.937500,63.880306,64.026671,64.026671,0.0053707091,4.690282,1963.273826
385,1.04322847,73.125000,63.880306,64.026671,64.026671,0.0052144120,5.614303,1968.955831
386,1.02114274,73.906250,64.628395,64.628395,64.628395,0.0050602977,4.889165,1973.915854
387,1.03390935,72.916667,64.791023,64.791023,64.791023,0.0049083737,4.946080,1979.042725
388,1.01483117,74.062500,64.628395,64.791023,64.791023,0.0047586474,5.448647,1984.631052
389,0.99736985,73.906250,66.026996,66.026996,66.026996,0.0046111261,5.643179,1990.338454
390,0.99424523,73.958333,65.132542,66.026996,66.026996,0.0044658170,5.426785,1995.905106
391,1.04155049,73.489583,65.018702,66.026996,66.026996,0.0043227271,4.544837,2000.517155
392,0.93404774,75.520833,64.628395,66.026996,66.026996,0.0041818635,4.776923,2005.364112
393,1.01826900,73.958333,64.156773,66.026996,66.026996,0.0040432330,4.645697,2010.070138
394,0.95924978,75.468750,64.953651,66.026996,66.026996,0.0039068424,5.399048,2015.537891
395,1.06240762,73.333333,65.392747,66.026996,66.026996,0.0037726983,4.614610,2020.220684
396,1.03522518,73.333333,64.563344,66.026996,66.026996,0.0036408073,4.593482,2024.887223
397,0.97988640,74.739583,64.140511,66.026996,66.026996,0.0035111757,4.643084,2029.600935
398,1.03173375,73.437500,64.547081,66.026996,66.026996,0.0033838099,5.307696,2034.973298
399,0.98033549,75.364583,64.530818,66.026996,66.026996,0.0032587162,5.167779,2040.204495
400,1.01005108,75.364583,64.238087,66.026996,66.026996,0.0031359005,4.804667,2045.071860
401,0.97105201,74.843750,64.059197,66.026996,66.026996,0.0030153690,4.503264,2049.649397
402,1.00806186,73.281250,64.807286,66.026996,66.026996,0.0028971274,5.586202,2055.304629
403,1.02009037,74.166667,64.774760,66.026996,66.026996,0.0027811815,4.681311,2060.021550
404,0.97925816,75.364583,64.286876,66.026996,66.026996,0.0026675370,4.741719,2064.823854
405,0.94504766,76.354167,64.693446,66.026996,66.026996,0.0025561994,4.687311,2069.547402
406,0.97644636,74.895833,64.173036,66.026996,66.026996,0.0024471742,4.762419,2074.355831
407,0.99065642,75.000000,64.693446,66.026996,66.026996,0.0023404666,4.717480,2079.112721
408,0.96671741,75.104167,65.490324,66.026996,66.026996,0.0022360819,4.592453,2083.778628
409,0.97929764,75.260417,65.018702,66.026996,66.026996,0.0021340251,4.433068,2088.271981
410,0.98589485,74.114583,64.888600,66.026996,66.026996,0.0020343013,4.359107,2092.666838
411,0.92445470,76.666667,65.425272,66.026996,66.026996,0.0019369152,5.305001,2098.040811
412,0.94441338,75.416667,65.067491,66.026996,66.026996,0.0018418717,4.819687,2102.922971
413,1.00585400,74.843750,64.791023,66.026996,66.026996,0.0017491753,4.569115,2107.554974
414,0.92506784,76.197917,65.034965,66.026996,66.026996,0.0016588306,4.508466,2112.130345
415,0.92971642,75.625000,65.034965,66.026996,66.026996,0.0015708419,4.514035,2116.714449
416,0.94826866,74.895833,65.051228,66.026996,66.026996,0.0014852137,4.552586,2121.330693
417,0.96625800,75.312500,64.969914,66.026996,66.026996,0.0014019500,5.562668,2126.962049
418,0.95220963,75.781250,64.937388,66.026996,66.026996,0.0013210549,4.478595,2131.505985
419,0.97053281,74.479167,64.921125,66.026996,66.026996,0.0012425323,4.672920,2136.248309
420,0.91602367,75.833333,64.969914,66.026996,66.026996,0.0011663861,5.578958,2141.899131
421,0.95614918,76.041667,64.888600,66.026996,66.026996,0.0010926200,4.439157,2146.404714
422,0.88803710,75.989583,64.953651,66.026996,66.026996,0.0010212375,4.488015,2150.960073
423,0.89519973,77.083333,64.888600,66.026996,66.026996,0.0009522422,4.430857,2155.463043
424,0.96725121,75.312500,64.856074,66.026996,66.026996,0.0008856375,4.313713,2159.812372
425,0.93854671,75.781250,64.904863,66.026996,66.026996,0.0008214265,5.344786,2165.223449
426,0.94279590,76.197917,65.230119,66.026996,66.026996,0.0007596123,5.594084,2170.885477
427,0.97152081,73.802083,65.148805,66.026996,66.026996,0.0007001981,4.683259,2175.631094
428,0.92827844,76.093750,65.197593,66.026996,66.026996,0.0006431867,4.650558,2180.347610
429,0.95598927,76.406250,65.360221,66.026996,66.026996,0.0005885809,4.606919,2185.024713
430,0.93271594,76.718750,65.620426,66.026996,66.026996,0.0005363834,4.731821,2189.820010
431,0.92592338,76.302083,65.213856,66.026996,66.026996,0.0004865966,4.910886,2194.794028
432,0.89063865,77.500000,65.652952,66.026996,66.026996,0.0004392230,4.571514,2199.431475
433,0.92325670,76.927083,65.587900,66.026996,66.026996,0.0003942649,4.660622,2204.158957
434,0.86644861,77.708333,65.392747,66.026996,66.026996,0.0003517246,5.415847,2209.645107
435,0.91241582,75.833333,65.230119,66.026996,66.026996,0.0003116040,5.389923,2215.107555
436,0.96009882,75.104167,65.376484,66.026996,66.026996,0.0002739052,5.416554,2220.598105
437,0.94596345,75.989583,65.360221,66.026996,66.026996,0.0002386300,5.375512,2226.045767
438,0.95490540,74.531250,65.246382,66.026996,66.026996,0.0002057801,4.841888,2230.960734
439,0.98828168,74.635417,65.343958,66.026996,66.026996,0.0001753570,4.804244,2235.841494
440,0.94475297,75.052083,65.490324,66.026996,66.026996,0.0001473624,4.747778,2240.662127
441,0.92689168,76.406250,65.506586,66.026996,66.026996,0.0001217975,4.530043,2245.263584
442,0.87181225,77.916667,65.620426,66.026996,66.026996,0.0000986636,5.578948,2250.910570
443,0.89555658,77.604167,65.181330,66.026996,66.026996,0.0000779618,4.473918,2255.450507
444,0.91009288,77.447917,65.311433,66.026996,66.026996,0.0000596931,5.660259,2261.180383
445,0.87563718,77.708333,65.522849,66.026996,66.026996,0.0000438585,4.912611,2266.155212
446,0.92051683,76.354167,65.213856,66.026996,66.026996,0.0000304586,5.125922,2271.362607
447,0.94540738,75.572917,65.165067,66.026996,66.026996,0.0000194942,5.336021,2276.769201
448,0.90417825,76.666667,65.278907,66.026996,66.026996,0.0000109658,4.691435,2281.528648
449,0.96828027,74.895833,65.165067,66.026996,66.026996,0.0000048738,4.751925,2286.351896
450,0.93128939,76.718750,65.213856,66.026996,66.026996,0.0000012185,4.676529,2291.101719
